alias_id,entity_id,iso_alpha3,alias,normalized_alias,alias_type,match_priority,safe_for_unstructured_text,ambiguity_note
ALIAS_00562,M49_400,JOR,JOR,jor,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00563,M49_400,JOR,JO,jo,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00564,M49_400,JOR,400,400,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00565,M49_392,JPN,Japan,japan,canonical_name,1,True,
ALIAS_00566,M49_392,JPN,JPN,jpn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00567,M49_392,JPN,JP,jp,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00568,M49_392,JPN,392,392,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00569,M49_398,KAZ,Kazakhstan,kazakhstan,canonical_name,1,True,
ALIAS_00570,M49_398,KAZ,Republic of Kazakhstan,republic of kazakhstan,official_name,2,True,
ALIAS_00571,M49_398,KAZ,KAZ,kaz,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00572,M49_398,KAZ,KZ,kz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00573,M49_398,KAZ,398,398,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00574,M49_404,KEN,Kenya,kenya,canonical_name,1,True,
ALIAS_00575,M49_404,KEN,Republic of Kenya,republic of kenya,official_name,2,True,
ALIAS_00576,M49_404,KEN,KEN,ken,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00577,M49_404,KEN,KE,ke,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00578,M49_404,KEN,404,404,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00579,M49_417,KGZ,Kyrgyzstan,kyrgyzstan,canonical_name,1,True,
ALIAS_00580,M49_417,KGZ,Kyrgyz Republic,kyrgyz republic,official_name,2,True,
ALIAS_00581,M49_417,KGZ,KGZ,kgz,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00582,M49_417,KGZ,KG,kg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00583,M49_417,KGZ,417,417,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00584,M49_116,KHM,Cambodia,cambodia,canonical_name,1,True,
ALIAS_00585,M49_116,KHM,Kingdom of Cambodia,kingdom of cambodia,official_name,2,True,
ALIAS_00586,M49_116,KHM,KHM,khm,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00587,M49_116,KHM,KH,kh,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00588,M49_116,KHM,116,116,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00589,M49_296,KIR,Kiribati,kiribati,canonical_name,1,True,
ALIAS_00590,M49_296,KIR,Republic of Kiribati,republic of kiribati,official_name,2,True,
ALIAS_00591,M49_296,KIR,KIR,kir,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00592,M49_296,KIR,KI,ki,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00593,M49_296,KIR,296,296,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00594,M49_659,KNA,Saint Kitts and Nevis,saint kitts and nevis,canonical_name,1,True,
ALIAS_00595,M49_659,KNA,KNA,kna,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00596,M49_659,KNA,KN,kn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00597,M49_659,KNA,659,659,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00598,M49_410,KOR,Republic of Korea,republic of korea,canonical_name,1,True,
ALIAS_00599,M49_410,KOR,"Korea, Republic of",korea republic of,iso_name,2,True,
ALIAS_00600,M49_410,KOR,South Korea,south korea,common_name,2,True,
ALIAS_00601,M49_410,KOR,KOR,kor,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00602,M49_410,KOR,KR,kr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00603,M49_410,KOR,410,410,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00604,M49_410,KOR,South Korea,south korea,curated_alias,1,True,
ALIAS_00605,M49_410,KOR,ROK,rok,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_00606,M49_414,KWT,Kuwait,kuwait,canonical_name,1,True,
ALIAS_00607,M49_414,KWT,State of Kuwait,state of kuwait,official_name,2,True,
ALIAS_00608,M49_414,KWT,KWT,kwt,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00609,M49_414,KWT,KW,kw,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00610,M49_414,KWT,414,414,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00611,M49_418,LAO,Lao People's Democratic Republic,lao people s democratic republic,canonical_name,1,True,
ALIAS_00612,M49_418,LAO,Laos,laos,common_name,2,True,
ALIAS_00613,M49_418,LAO,LAO,lao,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00614,M49_418,LAO,LA,la,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00615,M49_418,LAO,418,418,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00616,M49_418,LAO,Laos,laos,curated_alias,1,True,
ALIAS_00617,M49_422,LBN,Lebanon,lebanon,canonical_name,1,True,
ALIAS_00618,M49_422,LBN,Lebanese Republic,lebanese republic,official_name,2,True,
ALIAS_00619,M49_422,LBN,LBN,lbn,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00620,M49_422,LBN,LB,lb,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00621,M49_422,LBN,422,422,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00622,M49_430,LBR,Liberia,liberia,canonical_name,1,True,
ALIAS_00623,M49_430,LBR,Republic of Liberia,republic of liberia,official_name,2,True,
ALIAS_00624,M49_430,LBR,LBR,lbr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00625,M49_430,LBR,LR,lr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00626,M49_430,LBR,430,430,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00627,M49_434,LBY,Libya,libya,canonical_name,1,True,
ALIAS_00628,M49_434,LBY,Libya,libya,official_name,2,True,
ALIAS_00629,M49_434,LBY,LBY,lby,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00630,M49_434,LBY,LY,ly,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00631,M49_434,LBY,434,434,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00632,M49_662,LCA,Saint Lucia,saint lucia,canonical_name,1,True,
ALIAS_00633,M49_662,LCA,LCA,lca,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00634,M49_662,LCA,LC,lc,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00635,M49_662,LCA,662,662,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00636,M49_438,LIE,Liechtenstein,liechtenstein,canonical_name,1,True,
ALIAS_00637,M49_438,LIE,Principality of Liechtenstein,principality of liechtenstein,official_name,2,True,
ALIAS_00638,M49_438,LIE,LIE,lie,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00639,M49_438,LIE,LI,li,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00640,M49_438,LIE,438,438,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00641,M49_144,LKA,Sri Lanka,sri lanka,canonical_name,1,True,
ALIAS_00642,M49_144,LKA,Democratic Socialist Republic of Sri Lanka,democratic socialist republic of sri lanka,official_name,2,True,
ALIAS_00643,M49_144,LKA,LKA,lka,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00644,M49_144,LKA,LK,lk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00645,M49_144,LKA,144,144,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00646,M49_426,LSO,Lesotho,lesotho,canonical_name,1,True,
ALIAS_00647,M49_426,LSO,Kingdom of Lesotho,kingdom of lesotho,official_name,2,True,
ALIAS_00648,M49_426,LSO,LSO,lso,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00649,M49_426,LSO,LS,ls,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00650,M49_426,LSO,426,426,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00651,M49_440,LTU,Lithuania,lithuania,canonical_name,1,True,
ALIAS_00652,M49_440,LTU,Republic of Lithuania,republic of lithuania,official_name,2,True,
ALIAS_00653,M49_440,LTU,LTU,ltu,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00654,M49_440,LTU,LT,lt,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00655,M49_440,LTU,440,440,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00656,M49_442,LUX,Luxembourg,luxembourg,canonical_name,1,True,
ALIAS_00657,M49_442,LUX,Grand Duchy of Luxembourg,grand duchy of luxembourg,official_name,2,True,
ALIAS_00658,M49_442,LUX,LUX,lux,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00659,M49_442,LUX,LU,lu,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00660,M49_442,LUX,442,442,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00661,M49_428,LVA,Latvia,latvia,canonical_name,1,True,
ALIAS_00662,M49_428,LVA,Republic of Latvia,republic of latvia,official_name,2,True,
ALIAS_00663,M49_428,LVA,LVA,lva,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00664,M49_428,LVA,LV,lv,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00665,M49_428,LVA,428,428,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00666,M49_446,MAC,Macao,macao,canonical_name,1,True,
ALIAS_00667,M49_446,MAC,Macao Special Administrative Region of China,macao special administrative region of china,official_name,2,True,
ALIAS_00668,M49_446,MAC,MAC,mac,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00669,M49_446,MAC,MO,mo,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00670,M49_446,MAC,446,446,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00671,M49_663,MAF,Saint Martin (French part),saint martin french part,canonical_name,1,True,
ALIAS_00672,M49_663,MAF,MAF,maf,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00673,M49_663,MAF,MF,mf,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00674,M49_663,MAF,663,663,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00675,M49_504,MAR,Morocco,morocco,canonical_name,1,True,
ALIAS_00676,M49_504,MAR,Kingdom of Morocco,kingdom of morocco,official_name,2,True,
ALIAS_00677,M49_504,MAR,MAR,mar,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00678,M49_504,MAR,MA,ma,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00679,M49_504,MAR,504,504,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00680,M49_492,MCO,Monaco,monaco,canonical_name,1,True,
ALIAS_00681,M49_492,MCO,Principality of Monaco,principality of monaco,official_name,2,True,
ALIAS_00682,M49_492,MCO,MCO,mco,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00683,M49_492,MCO,MC,mc,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00684,M49_492,MCO,492,492,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00685,M49_498,MDA,Republic of Moldova,republic of moldova,canonical_name,1,True,
ALIAS_00686,M49_498,MDA,"Moldova, Republic of",moldova republic of,iso_name,2,True,
ALIAS_00687,M49_498,MDA,Republic of Moldova,republic of moldova,official_name,2,True,
ALIAS_00688,M49_498,MDA,Moldova,moldova,common_name,2,True,
ALIAS_00689,M49_498,MDA,MDA,mda,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00690,M49_498,MDA,MD,md,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00691,M49_498,MDA,498,498,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00692,M49_498,MDA,Moldova,moldova,curated_alias,1,True,
ALIAS_00693,M49_450,MDG,Madagascar,madagascar,canonical_name,1,True,
ALIAS_00694,M49_450,MDG,Republic of Madagascar,republic of madagascar,official_name,2,True,
ALIAS_00695,M49_450,MDG,MDG,mdg,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00696,M49_450,MDG,MG,mg,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00697,M49_450,MDG,450,450,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00698,M49_462,MDV,Maldives,maldives,canonical_name,1,True,
ALIAS_00699,M49_462,MDV,Republic of Maldives,republic of maldives,official_name,2,True,
ALIAS_00700,M49_462,MDV,MDV,mdv,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00701,M49_462,MDV,MV,mv,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00702,M49_462,MDV,462,462,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00703,M49_484,MEX,Mexico,mexico,canonical_name,1,True,
ALIAS_00704,M49_484,MEX,United Mexican States,united mexican states,official_name,2,True,
ALIAS_00705,M49_484,MEX,MEX,mex,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00706,M49_484,MEX,MX,mx,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00707,M49_484,MEX,484,484,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00708,M49_584,MHL,Marshall Islands,marshall islands,canonical_name,1,True,
ALIAS_00709,M49_584,MHL,Republic of the Marshall Islands,republic of the marshall islands,official_name,2,True,
ALIAS_00710,M49_584,MHL,MHL,mhl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00711,M49_584,MHL,MH,mh,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00712,M49_584,MHL,584,584,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00713,M49_807,MKD,North Macedonia,north macedonia,canonical_name,1,True,
ALIAS_00714,M49_807,MKD,Republic of North Macedonia,republic of north macedonia,official_name,2,True,
ALIAS_00715,M49_807,MKD,MKD,mkd,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00716,M49_807,MKD,MK,mk,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00717,M49_807,MKD,807,807,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00718,M49_807,MKD,Macedonia,macedonia,curated_alias,1,False,Potentially ambiguous or overly broad; require context-aware matching.
ALIAS_00719,M49_807,MKD,FYROM,fyrom,curated_alias,1,True,
ALIAS_00720,M49_807,MKD,former Yugoslav Republic of Macedonia,former yugoslav republic of macedonia,curated_alias,1,True,
ALIAS_00721,M49_466,MLI,Mali,mali,canonical_name,1,True,
ALIAS_00722,M49_466,MLI,Republic of Mali,republic of mali,official_name,2,True,
ALIAS_00723,M49_466,MLI,MLI,mli,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00724,M49_466,MLI,ML,ml,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00725,M49_466,MLI,466,466,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00726,M49_470,MLT,Malta,malta,canonical_name,1,True,
ALIAS_00727,M49_470,MLT,Republic of Malta,republic of malta,official_name,2,True,
ALIAS_00728,M49_470,MLT,MLT,mlt,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00729,M49_470,MLT,MT,mt,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00730,M49_470,MLT,470,470,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00731,M49_104,MMR,Myanmar,myanmar,canonical_name,1,True,
ALIAS_00732,M49_104,MMR,Republic of Myanmar,republic of myanmar,official_name,2,True,
ALIAS_00733,M49_104,MMR,MMR,mmr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00734,M49_104,MMR,MM,mm,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00735,M49_104,MMR,104,104,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00736,M49_104,MMR,Burma,burma,curated_alias,1,True,
ALIAS_00737,M49_499,MNE,Montenegro,montenegro,canonical_name,1,True,
ALIAS_00738,M49_499,MNE,Montenegro,montenegro,official_name,2,True,
ALIAS_00739,M49_499,MNE,MNE,mne,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00740,M49_499,MNE,ME,me,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00741,M49_499,MNE,499,499,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00742,M49_496,MNG,Mongolia,mongolia,canonical_name,1,True,
ALIAS_00743,M49_496,MNG,MNG,mng,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00744,M49_496,MNG,MN,mn,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00745,M49_496,MNG,496,496,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00746,M49_580,MNP,Northern Mariana Islands,northern mariana islands,canonical_name,1,True,
ALIAS_00747,M49_580,MNP,Commonwealth of the Northern Mariana Islands,commonwealth of the northern mariana islands,official_name,2,True,
ALIAS_00748,M49_580,MNP,MNP,mnp,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00749,M49_580,MNP,MP,mp,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00750,M49_580,MNP,580,580,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00751,M49_508,MOZ,Mozambique,mozambique,canonical_name,1,True,
ALIAS_00752,M49_508,MOZ,Republic of Mozambique,republic of mozambique,official_name,2,True,
ALIAS_00753,M49_508,MOZ,MOZ,moz,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00754,M49_508,MOZ,MZ,mz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00755,M49_508,MOZ,508,508,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00756,M49_478,MRT,Mauritania,mauritania,canonical_name,1,True,
ALIAS_00757,M49_478,MRT,Islamic Republic of Mauritania,islamic republic of mauritania,official_name,2,True,
ALIAS_00758,M49_478,MRT,MRT,mrt,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00759,M49_478,MRT,MR,mr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00760,M49_478,MRT,478,478,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00761,M49_500,MSR,Montserrat,montserrat,canonical_name,1,True,
ALIAS_00762,M49_500,MSR,MSR,msr,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00763,M49_500,MSR,MS,ms,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00764,M49_500,MSR,500,500,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00765,M49_474,MTQ,Martinique,martinique,canonical_name,1,True,
ALIAS_00766,M49_474,MTQ,MTQ,mtq,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00767,M49_474,MTQ,MQ,mq,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00768,M49_474,MTQ,474,474,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00769,M49_480,MUS,Mauritius,mauritius,canonical_name,1,True,
ALIAS_00770,M49_480,MUS,Republic of Mauritius,republic of mauritius,official_name,2,True,
ALIAS_00771,M49_480,MUS,MUS,mus,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00772,M49_480,MUS,MU,mu,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00773,M49_480,MUS,480,480,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00774,M49_454,MWI,Malawi,malawi,canonical_name,1,True,
ALIAS_00775,M49_454,MWI,Republic of Malawi,republic of malawi,official_name,2,True,
ALIAS_00776,M49_454,MWI,MWI,mwi,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00777,M49_454,MWI,MW,mw,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00778,M49_454,MWI,454,454,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00779,M49_458,MYS,Malaysia,malaysia,canonical_name,1,True,
ALIAS_00780,M49_458,MYS,MYS,mys,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00781,M49_458,MYS,MY,my,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00782,M49_458,MYS,458,458,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00783,M49_175,MYT,Mayotte,mayotte,canonical_name,1,True,
ALIAS_00784,M49_175,MYT,MYT,myt,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00785,M49_175,MYT,YT,yt,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00786,M49_175,MYT,175,175,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00787,M49_516,NAM,Namibia,namibia,canonical_name,1,True,
ALIAS_00788,M49_516,NAM,Republic of Namibia,republic of namibia,official_name,2,True,
ALIAS_00789,M49_516,NAM,NAM,nam,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00790,M49_516,NAM,NA,na,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00791,M49_516,NAM,516,516,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00792,M49_540,NCL,New Caledonia,new caledonia,canonical_name,1,True,
ALIAS_00793,M49_540,NCL,NCL,ncl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00794,M49_540,NCL,NC,nc,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00795,M49_540,NCL,540,540,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00796,M49_562,NER,Niger,niger,canonical_name,1,True,
ALIAS_00797,M49_562,NER,Republic of the Niger,republic of the niger,official_name,2,True,
ALIAS_00798,M49_562,NER,NER,ner,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00799,M49_562,NER,NE,ne,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00800,M49_562,NER,562,562,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00801,M49_574,NFK,Norfolk Island,norfolk island,canonical_name,1,True,
ALIAS_00802,M49_574,NFK,NFK,nfk,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00803,M49_574,NFK,NF,nf,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00804,M49_574,NFK,574,574,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00805,M49_566,NGA,Nigeria,nigeria,canonical_name,1,True,
ALIAS_00806,M49_566,NGA,Federal Republic of Nigeria,federal republic of nigeria,official_name,2,True,
ALIAS_00807,M49_566,NGA,NGA,nga,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00808,M49_566,NGA,NG,ng,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00809,M49_566,NGA,566,566,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00810,M49_558,NIC,Nicaragua,nicaragua,canonical_name,1,True,
ALIAS_00811,M49_558,NIC,Republic of Nicaragua,republic of nicaragua,official_name,2,True,
ALIAS_00812,M49_558,NIC,NIC,nic,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00813,M49_558,NIC,NI,ni,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00814,M49_558,NIC,558,558,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00815,M49_570,NIU,Niue,niue,canonical_name,1,True,
ALIAS_00816,M49_570,NIU,Niue,niue,official_name,2,True,
ALIAS_00817,M49_570,NIU,NIU,niu,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00818,M49_570,NIU,NU,nu,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00819,M49_570,NIU,570,570,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00820,M49_528,NLD,Netherlands,netherlands,canonical_name,1,True,
ALIAS_00821,M49_528,NLD,Kingdom of the Netherlands,kingdom of the netherlands,official_name,2,True,
ALIAS_00822,M49_528,NLD,NLD,nld,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00823,M49_528,NLD,NL,nl,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00824,M49_528,NLD,528,528,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00825,M49_578,NOR,Norway,norway,canonical_name,1,True,
ALIAS_00826,M49_578,NOR,Kingdom of Norway,kingdom of norway,official_name,2,True,
ALIAS_00827,M49_578,NOR,NOR,nor,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00828,M49_578,NOR,NO,no,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00829,M49_578,NOR,578,578,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00830,M49_524,NPL,Nepal,nepal,canonical_name,1,True,
ALIAS_00831,M49_524,NPL,Federal Democratic Republic of Nepal,federal democratic republic of nepal,official_name,2,True,
ALIAS_00832,M49_524,NPL,NPL,npl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00833,M49_524,NPL,NP,np,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00834,M49_524,NPL,524,524,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00835,M49_520,NRU,Nauru,nauru,canonical_name,1,True,
ALIAS_00836,M49_520,NRU,Republic of Nauru,republic of nauru,official_name,2,True,
ALIAS_00837,M49_520,NRU,NRU,nru,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00838,M49_520,NRU,NR,nr,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00839,M49_520,NRU,520,520,m49_code,2,False,Numeric code; use only in structured fields.
ALIAS_00840,M49_554,NZL,New Zealand,new zealand,canonical_name,1,True,
ALIAS_00841,M49_554,NZL,NZL,nzl,iso_alpha3,1,False,Use in structured fields; too short for unrestricted text matching.
ALIAS_00842,M49_554,NZL,NZ,nz,iso_alpha2,2,False,Use in structured fields; too short for unrestricted text matching.
